Train accuracy,Test accuracy
93.025,93.01
95.515,94.96
94.18833333333333,93.94
96.075,95.37
95.71166666666667,94.96
95.94666666666667,95.26
96.68833333333333,95.86
96.315,95.88
96.82833333333333,96.03
96.92666666666666,96.05
95.95333333333333,95.3
97.235,96.19
96.92166666666667,95.99
97.425,96.51
97.16833333333334,96.02
97.325,96.49
97.23666666666666,96.26
97.44833333333334,96.25
93.48166666666667,92.83
96.99333333333334,96.05
96.15833333333333,95.08
97.215,96.11
96.94833333333334,95.84
95.55,94.85
96.64333333333333,95.95
97.71,96.69
97.15166666666667,95.98
94.36833333333334,93.44
95.445,94.54
96.42833333333333,95.37
97.13833333333334,96.01
97.135,96.39
97.06166666666667,95.72
97.55333333333333,96.21
97.29833333333333,96.34
96.175,95.31
96.94,96.04
96.61833333333334,95.52
95.47,94.6
95.04,94.04
96.44333333333333,95.18
96.77333333333333,95.73
93.795,92.85
96.12666666666667,95.29
97.58,96.45
97.93,96.93
96.755,95.74
96.80333333333333,95.72
97.13,95.92
97.01333333333334,96.17
97.98833333333333,96.88
97.24166666666666,95.96
97.43833333333333,96.03
97.86,96.32
97.88333333333334,96.49
98.16833333333334,96.65
98.44666666666667,96.97
98.13333333333334,96.68
98.18,96.89
98.02166666666666,96.57
98.17,96.64
98.25833333333334,96.71
98.20166666666667,96.83
97.825,96.23
97.94166666666666,96.69
97.56,96.08
97.79,96.37
98.06,96.74
98.21166666666667,96.92
97.94833333333334,96.5
98.295,96.97
97.60666666666667,96.3
97.48333333333333,96.2
97.655,96.18
98.25333333333333,96.5
97.42666666666666,96.31
97.71666666666667,96.48
97.675,96.26
98.06333333333333,96.58
97.76666666666667,96.14
98.195,96.74
98.32833333333333,97.05
98.04166666666667,96.28
97.48833333333333,96.27
98.28333333333333,96.92
97.75833333333334,96.21
97.84,96.5
98.11166666666666,96.58
98.37333333333333,96.97
98.03666666666666,96.68
98.34166666666667,96.84
97.975,96.65
97.13166666666666,95.95
97.90833333333333,96.48
98.54666666666667,97.12
97.90666666666667,96.78
98.08333333333333,96.8
98.24833333333333,96.58
97.98666666666666,96.71
96.475,95.15
98.565,97.24
98.575,97.16
98.60666666666667,97.04
98.52666666666667,96.88
98.68333333333334,97.19
98.82333333333334,97.15
98.76666666666667,97.11
98.89,97.07
99.06166666666667,97.48
98.94,97.39
99.02833333333334,97.42
98.85333333333334,97.08
98.42166666666667,96.85
98.88833333333334,97.05
98.94666666666667,97.32
99.01333333333334,97.22
99.08666666666667,97.38
98.70833333333333,96.86
98.25166666666667,96.57
98.93166666666667,97.33
98.775,97.08
98.91166666666666,97.31
98.58166666666666,97.12
98.94166666666666,97.5
98.585,97.04
98.85833333333333,97.19
98.84833333333333,97.03
99.10833333333333,97.69
99.06,97.43
98.875,97.34
98.88166666666666,97.18
99.08666666666667,97.31
99.005,97.44
99.125,97.37
99.00166666666667,97.52
98.97833333333334,97.25
99.17666666666666,97.37
99.11833333333334,97.29
98.95333333333333,97.23
98.88833333333334,97.19
99.135,97.47
99.10333333333334,97.38
99.08666666666667,97.5
99.0,97.45
99.19166666666666,97.45
98.80166666666666,97.24
99.07,97.31
98.88,97.47
98.79,97.12
99.10666666666667,97.29
99.33333333333333,97.8
99.27833333333334,97.65
99.135,97.4
99.39166666666667,97.52
99.38666666666667,97.76
99.345,97.77
99.30833333333334,97.54
99.39666666666666,97.54
99.50333333333333,97.66
99.39166666666667,97.84
99.29333333333334,97.66
99.25,97.52
99.43833333333333,97.81
99.53,97.84
99.41666666666667,97.62
99.465,97.68
99.435,97.69
99.43166666666667,97.72
99.44166666666666,97.6
99.37833333333333,97.57
99.44333333333333,97.68
99.54666666666667,97.8
99.49833333333333,97.75
99.46666666666667,97.61
99.545,97.7
99.47,97.76
99.47833333333334,97.74
99.56,97.63
99.54333333333334,97.62
99.63166666666666,97.82
99.58666666666667,97.75
99.50833333333334,97.58
99.51666666666667,97.72
99.44666666666667,97.57
99.49166666666666,97.75
99.24666666666667,97.41
99.60333333333334,97.73
99.56,97.67
99.52833333333334,97.51
99.51833333333333,97.71
99.61333333333333,97.56
99.52333333333333,97.57
99.61,97.75
99.56666666666666,97.64
99.60833333333333,97.64
99.65666666666667,97.68
99.535,97.61
99.55666666666667,97.6
99.595,97.63
99.67,97.78
99.685,97.77
99.65,97.78
99.685,97.72
99.71666666666667,97.88
99.685,97.88
99.75666666666666,97.9
99.71666666666667,97.98
99.74166666666666,97.91
99.75166666666667,97.86
99.70666666666666,97.75
99.715,97.83
99.695,97.87
99.75666666666666,97.84
99.775,98.07
99.76833333333333,97.72
99.77,97.69
99.765,97.73
99.76,97.72
99.73,97.88
99.78333333333333,97.95
99.80166666666666,98.0
99.755,97.82
99.83166666666666,97.88
99.80833333333334,97.88
99.84,98.0
99.79666666666667,97.88
99.66166666666666,97.86
99.75666666666666,97.77
99.79,97.96
99.80666666666667,97.82
99.83666666666667,97.82
99.765,97.91
99.8,97.87
99.83833333333334,97.93
99.83166666666666,97.96
99.81,97.99
99.82166666666667,97.9
99.80833333333334,97.96
99.78,97.68
99.83,97.95
99.80666666666667,97.9
99.82666666666667,97.97
99.79333333333334,97.69
99.80333333333333,98.04
99.81166666666667,97.69
99.815,97.92
99.785,97.98
99.85833333333333,97.95
99.81166666666667,97.77
99.83666666666667,97.87
99.83666666666667,98.03
99.905,97.89
99.88166666666666,98.02
99.87166666666667,97.95
99.90166666666667,97.99
99.87166666666667,97.93
99.87666666666667,97.88
99.88,98.02
