Train accuracy,Test accuracy
88.57166666666667,88.77
89.25333333333333,88.85
90.96833333333333,91.04
90.56166666666667,90.83
91.495,91.59
92.07,91.53
92.38666666666667,92.22
92.215,92.16
91.435,91.57
92.92333333333333,93.1
93.27666666666667,92.92
93.58,93.27
92.975,92.72
93.25666666666666,92.69
92.365,92.18
93.23833333333333,92.78
93.79166666666667,93.28
93.85333333333334,93.26
92.765,92.62
92.32,91.78
91.02666666666667,90.58
93.50666666666666,93.09
92.63,92.19
90.355,90.54
94.02166666666666,93.61
93.065,92.97
93.025,92.58
93.91666666666667,93.51
93.24166666666666,93.17
92.90166666666667,92.81
92.17666666666666,91.96
94.005,93.69
94.345,93.95
93.69166666666666,93.38
93.89833333333333,93.35
93.79333333333334,93.3
92.555,92.14
93.85833333333333,93.02
93.12333333333333,92.92
94.135,93.87
93.81666666666666,93.35
93.81166666666667,93.21
94.245,93.77
94.31833333333333,93.57
93.98166666666667,93.67
93.33,93.16
93.68333333333334,93.09
93.98166666666667,93.44
93.415,93.28
94.39,94.01
94.98166666666667,94.26
95.44833333333334,94.72
94.77166666666666,94.15
94.745,93.8
95.21833333333333,94.57
95.34666666666666,94.57
95.24,94.24
94.83333333333333,94.09
94.74166666666666,94.19
95.39666666666666,94.4
95.375,94.55
95.00166666666667,94.23
95.425,94.43
95.01333333333334,93.98
95.31333333333333,94.74
95.23666666666666,94.45
95.37666666666667,94.36
95.07833333333333,94.3
94.54333333333334,93.89
94.73833333333333,94.17
95.52,94.62
94.97333333333333,94.28
94.705,93.91
94.45666666666666,93.99
94.82666666666667,93.56
95.19166666666666,94.31
95.24166666666666,94.32
95.09166666666667,94.49
94.04666666666667,93.21
95.15166666666667,94.38
95.23,94.14
95.515,94.73
94.32,93.41
95.40166666666667,94.6
95.13666666666667,94.65
94.75666666666666,94.07
95.43833333333333,94.86
94.83833333333334,93.97
94.98,93.92
95.24833333333333,94.6
95.27833333333334,94.34
95.205,94.31
95.415,94.54
95.49666666666667,94.64
94.68333333333334,93.89
95.53833333333333,94.61
95.51,94.54
95.63333333333334,94.9
95.58,94.79
95.58166666666666,94.72
95.62,94.66
95.65833333333333,94.8
95.62666666666667,94.88
95.84,94.97
96.04666666666667,95.14
96.225,95.18
95.79333333333334,94.92
96.09,95.31
96.165,95.27
96.29,95.55
96.08,95.07
96.07833333333333,94.81
96.19666666666667,95.18
96.15833333333333,94.99
96.02166666666666,94.93
96.26,95.07
96.385,95.38
96.145,94.97
96.26833333333333,95.1
96.26333333333334,95.13
96.215,95.51
96.29333333333334,95.27
96.21833333333333,95.04
96.15166666666667,95.37
96.26333333333334,95.25
96.145,95.1
96.38666666666667,95.25
96.33833333333334,95.33
96.355,95.28
96.23,95.2
96.32333333333334,95.43
96.17666666666666,95.11
96.38333333333334,95.34
96.37166666666667,95.29
96.33,94.98
96.29666666666667,95.22
96.125,94.9
96.21166666666667,95.09
96.00333333333333,94.93
96.47833333333334,95.33
96.32166666666667,95.44
96.26833333333333,95.08
96.24833333333333,95.35
96.42333333333333,95.28
96.29833333333333,95.2
96.34333333333333,95.54
96.28833333333333,95.21
96.145,95.19
96.145,95.14
96.33,95.8
96.685,95.56
96.655,95.48
96.725,95.34
96.69666666666667,95.59
96.60166666666667,95.28
96.78666666666666,95.57
96.60666666666667,95.54
96.83333333333333,95.44
96.645,95.16
96.56,95.55
96.66166666666666,95.35
96.5,95.47
96.53666666666666,95.33
96.595,95.51
96.56833333333333,95.42
96.61,95.54
96.68333333333334,95.47
96.61333333333333,95.43
96.68166666666667,95.31
96.54333333333334,95.31
96.875,95.64
96.37,95.32
96.56666666666666,95.56
96.45833333333333,95.46
96.51333333333334,95.24
96.41,95.42
96.615,95.57
96.635,95.55
96.785,95.39
96.66833333333334,95.53
96.69,95.54
96.57666666666667,95.48
95.81166666666667,94.79
96.625,95.41
96.52833333333334,95.48
96.80333333333333,95.7
96.49,95.49
96.50833333333334,95.63
96.36333333333333,95.5
96.635,95.57
96.675,95.63
96.60166666666667,95.47
96.83333333333333,95.55
96.49666666666667,95.11
96.69333333333333,95.64
96.68833333333333,95.49
96.415,95.48
96.79,95.5
96.71,95.58
96.595,95.34
97.00166666666667,95.96
96.91666666666667,95.68
96.9,95.62
96.975,95.77
96.95166666666667,95.79
96.75666666666666,95.46
96.67333333333333,95.44
96.56,95.38
96.85333333333334,95.68
96.66666666666667,95.39
96.795,95.57
96.85833333333333,95.48
96.66666666666667,95.58
96.70833333333333,95.43
96.795,95.55
96.68666666666667,95.36
96.775,95.68
96.84833333333333,95.61
96.80666666666667,95.63
96.69,95.43
96.815,95.58
96.63333333333334,95.59
96.70833333333333,95.44
96.80333333333333,95.46
96.83,95.53
96.76666666666667,95.88
96.82666666666667,95.71
96.70333333333333,95.77
96.78333333333333,95.71
96.62,95.61
96.80166666666666,95.76
96.75,95.59
96.58,95.18
96.71,95.37
96.71333333333334,95.48
96.74166666666666,95.35
96.64666666666666,95.37
96.81,95.75
96.535,95.43
96.79666666666667,95.69
96.755,95.57
96.67833333333333,95.59
96.70666666666666,95.47
96.525,95.36
96.75,95.5
96.80833333333334,95.59
96.845,95.54
96.75666666666666,95.71
96.805,95.82
96.71333333333334,95.68
96.91,95.61
96.95833333333333,95.94
97.01,95.59
96.87,95.4
96.94,95.8
96.92333333333333,95.53
96.895,95.49
97.0,95.6
96.89666666666666,95.38
96.93,95.75
96.88833333333334,95.6
96.88166666666666,95.6
96.83666666666667,95.7
96.925,95.84
96.67833333333333,95.41
96.84833333333333,95.65
96.90166666666667,95.66
96.705,95.41
96.69666666666667,95.64
96.935,95.59
96.73,95.24
96.705,95.34
96.69666666666667,95.39
96.70833333333333,95.67
96.82833333333333,95.55
96.86833333333334,95.55
96.93333333333334,95.59
96.79833333333333,95.68
96.76,95.84
96.90666666666667,95.45
96.98833333333333,95.5
96.88833333333334,95.6
96.83833333333334,95.52
96.81833333333333,95.5
96.75166666666667,95.65
96.64166666666667,95.55
96.77666666666667,95.37
96.68833333333333,95.35
96.63166666666666,95.02
96.80833333333334,95.55
96.725,95.51
96.65,95.34
96.895,95.62
96.79,95.49
96.77666666666667,95.38
96.72333333333333,95.45
96.80166666666666,95.67
96.715,95.61
96.75666666666666,95.82
96.74833333333333,95.53
96.955,95.85
97.15666666666667,95.88
97.12,95.68
96.94,95.58
97.00833333333334,95.85
96.985,95.68
96.83666666666667,95.52
97.07,95.39
96.83333333333333,95.54
97.00333333333333,95.6
96.90666666666667,95.91
97.035,95.59
96.92333333333333,95.8
97.04166666666667,95.58
96.92,95.42
96.90166666666667,95.62
96.85333333333334,95.53
96.77,95.46
96.765,95.5
96.99833333333333,95.53
96.915,95.51
96.94166666666666,95.78
96.79833333333333,95.71
96.95166666666667,95.08
96.88333333333334,95.94
96.89666666666666,95.75
96.81166666666667,95.65
96.965,95.51
96.80833333333334,95.53
96.945,95.78
96.95166666666667,95.65
96.80666666666667,95.37
96.74333333333334,95.28
96.875,95.55
96.93166666666667,95.54
96.90833333333333,95.41
96.77333333333333,95.64
96.82333333333334,95.58
96.8,95.43
96.82833333333333,95.82
96.89333333333333,96.01
96.71833333333333,95.6
96.62,95.2
96.97,95.73
96.96,95.51
96.915,95.62
96.81,95.49
96.70666666666666,95.64
96.80833333333334,95.48
96.985,95.61
97.035,95.65
96.93333333333334,95.34
96.94,95.73
97.015,95.48
97.01333333333334,95.77
96.99333333333334,95.72
96.93166666666667,95.51
96.99,95.75
96.99,95.78
